uid,split_0,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24
3lnz,val,train,train,train,train,train,val,val,train,val,train,val,val,train,train,train,val,train,train,train,train,train,train,val,train
3lrh,val,train,train,train,train,val,val,train,val,train,val,train,val,val,val,train,train,train,val,train,val,train,train,train,train
3lzf,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3m18,val,train,train,val,val,train,train,val,train,train,train,val,train,train,train,val,val,train,train,train,train,train,val,train,train
3m62,val,train,train,train,train,train,val,val,val,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train
3m63,val,train,train,train,train,train,val,val,val,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train
3ma2,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,val,val,train,train,train,train,train,val,val
3ma9,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3mc0,train,val,train,val,train,train,train,train,val,train,train,train,val,train,val,val,train,val,val,val,train,train,val,train,train
3mca,train,val,train,train,train,train,val,train,train,train,val,val,train,train,train,train,train,train,train,train,val,val,val,train,val
3me2,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train
3mj7,train,val,train,val,val,train,train,train,val,val,train,val,train,val,val,val,train,train,train,val,train,train,val,train,val
3mjh,train,train,train,val,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train
3mzg,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,val,train,train,train,val,train,train,train,train,train
3mzw,val,train,train,train,train,train,train,train,val,val,train,train,val,val,train,train,train,train,train,val,train,val,train,train,train
3n06,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,val,train,train,train,val,train,train,train,train,train
3n0p,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,val,train,train,train,val,train,train,train,train,train
3n85,train,val,train,val,train,train,val,val,train,train,val,val,train,val,train,train,train,train,train,train,val,train,train,train,train
3ncb,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,val,train,train,train,val,train,train,train,train,train
3ncc,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,val,train,train,train,val,train,train,train,train,train
3nfp,val,val,train,val,train,train,train,val,train,train,val,train,train,train,train,train,val,val,train,train,train,val,train,train,train
3nvn,val,train,val,train,train,val,train,val,val,train,val,train,val,train,train,train,val,train,train,train,train,train,val,val,train
3nvq,val,train,val,train,train,val,train,val,val,train,val,train,val,train,train,train,val,train,train,train,train,train,val,val,train
3o34,train,val,val,train,train,train,val,train,train,val,val,train,train,train,val,train,train,train,train,train,val,train,train,train,val
3o4o,train,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,val,train,train,train,train,train,train,train
3o5t,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,val,train,train
3o6b,train,train,train,val,val,train,train,train,val,train,val,train,val,val,train,train,val,val,train,train,train,train,train,train,train
3oak,train,train,train,val,train,val,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train
3oed,train,train,train,train,train,train,train,train,train,val,val,train,train,val,val,train,train,val,val,val,train,train,val,train,val
3ohm,val,train,train,val,train,val,train,train,train,train,val,train,val,val,train,train,train,train,train,train,val,train,train,train,train
3oiq,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,val,val,train,val,train
3oj2,val,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,val,train,val,train,train,train,val,train
3ojm,val,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,val,train,val,train,train,train,val,train
3oky,val,val,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train
3ol2,val,val,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train
3olm,train,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,val,val,train,train,val,val,train,val,val
3ona,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val,val,train,train,train,val,train,train,train
3osl,train,val,val,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train
3oun,train,val,train,train,val,train,train,train,train,train,train,train,val,train,val,train,val,train,val,val,train,train,train,val,train
3oxu,train,train,train,train,train,train,train,train,train,val,val,train,train,val,val,train,train,val,val,val,train,train,val,train,val
3p0y,train,val,train,val,train,train,val,val,train,train,val,val,train,val,train,train,train,train,train,train,val,train,train,train,train
3p11,train,val,train,val,train,train,val,val,train,train,val,val,train,val,train,train,train,train,train,train,val,train,train,train,train
3p71,train,train,val,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train
3p9w,val,train,train,val,train,train,train,train,train,train,val,train,val,val,val,train,train,val,train,train,train,train,train,train,val
3pvm,train,train,val,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,val,train,val,train,train,train,val
3q3j,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train
3q8d,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,val,train,train
3qbq,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train
3qbt,train,val,train,train,train,train,train,train,val,val,train,train,val,train,train,train,val,train,train,train,val,train,val,train,val
3qbv,val,train,val,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,val
3qc8,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train,train,train
3qht,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3qml,val,train,val,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,val,val
3qq8,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train,train,train
3qsk,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,val,train,val,train
3qwq,train,val,train,val,train,train,val,val,train,train,val,val,train,val,train,train,train,train,train,train,val,train,train,train,train
3r4d,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,val,val,train,train
3r85,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,val,train,train,train,val,train,train,train
3rbb,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,val,train
3rdz,train,val,train,train,train,train,val,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train
3rea,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,val,train
3reb,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,val,train
3rf3,val,train,train,train,train,train,train,val,val,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train
3rkd,train,train,train,train,train,train,train,train,train,train,val,train,val,train,val,val,train,train,val,val,train,val,val,train,train
3rt0,val,train,train,val,val,train,train,train,train,train,train,val,train,train,train,val,val,train,val,train,val,val,train,train,train
3ru8,train,train,train,train,train,train,train,train,val,train,val,train,val,train,train,val,train,train,train,val,val,train,val,val,train
3rzw,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3sek,train,val,train,val,train,val,val,train,train,val,train,val,val,train,train,train,val,train,train,train,train,train,val,train,train
3sf4,train,train,train,train,val,train,val,train,val,val,train,train,train,train,val,train,val,train,val,train,train,train,train,train,train
3sjh,val,train,train,val,val,train,train,val,train,train,train,train,train,val,val,val,train,train,train,train,val,train,train,train,train
3sqo,train,train,val,val,train,train,val,train,val,val,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train
3sri,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,val,train,val,train,train,train,train,val,train
3sua,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train
3t04,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3t6g,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train
3tac,val,train,train,train,train,val,train,train,train,val,val,train,val,train,val,val,train,train,train,train,val,train,train,val,train
3tei,val,val,train,train,val,train,train,val,val,train,val,train,train,train,train,val,train,val,val,train,val,train,train,train,train
3tg1,train,train,val,val,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,train
3thm,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3tkl,val,val,train,train,train,train,val,train,train,train,train,val,val,train,train,val,train,val,train,train,train,train,val,val,train
3tl8,train,train,val,train,train,train,train,train,train,train,train,train,val,val,val,val,train,train,train,train,train,train,train,val,val
3tu3,train,val,train,train,train,train,val,val,train,val,train,train,val,val,train,val,train,train,train,train,val,train,val,val,val
3tz1,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,val,val,train,train,val,train,val,train
3u43,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,val,val,val,train,train,val,train,train,val,train
3u82,val,train,train,train,train,train,train,train,train,train,val,train,val,train,val,train,train,train,train,train,train,train,train,train,train
3u8x,val,train,train,val,val,train,train,val,train,train,train,train,train,val,val,val,train,train,train,train,val,train,train,train,train
3u9d,val,train,train,val,val,train,train,val,train,train,train,train,train,val,val,val,train,train,train,train,val,train,train,train,train
3u9z,val,train,train,val,val,train,train,val,train,train,train,train,train,val,val,val,train,train,train,train,val,train,train,train,train
3uig,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train
3uih,train,train,val,train,train,train,val,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train
3uii,val,train,train,train,train,train,val,val,val,train,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train
3uir,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
3ukx,train,train,val,train,train,val,train,val,train,train,train,val,train,train,val,val,train,train,train,train,train,val,train,val,train
3ukz,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train
3ul1,train,train,val,train,train,train,train,val,train,val,train,train,train,train,val,train,val,train,train,train,val,val,train,train,train
3ul4,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train
3ux9,val,train,val,val,val,val,val,train,train,train,train,train,train,val,val,train,train,val,val,train,val,train,val,val,val
3uyo,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3uz0,train,train,val,val,train,val,train,train,val,val,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train
3v3k,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,val,val,train,train,train,train,train,val,train,train
3v4y,train,train,val,val,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train
3v6b,train,train,train,train,val,train,val,train,val,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,val
3vep,train,train,train,val,train,train,val,val,train,val,val,train,train,train,val,train,train,train,train,train,train,train,train,train,train
3vg9,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train
3vpj,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3vux,train,train,val,val,train,val,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train
3vv2,train,train,val,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
3vyr,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train
3w8h,train,val,train,train,train,train,val,train,val,val,train,val,train,val,train,train,train,train,val,val,train,train,val,train,train
3w8i,train,val,train,train,train,train,val,train,val,val,train,val,train,val,train,train,train,train,val,val,train,train,val,train,train
3wa0,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,val
3wdg,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train
3wih,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3wn7,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,val,train,train,train,train,train,train,val,train,train
3wo3,val,train,train,val,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,train,val,val,train,train
3wqb,val,train,train,train,train,train,train,val,train,train,val,val,train,train,train,val,val,val,train,train,train,val,train,val,train
3wrx,train,val,train,train,train,val,train,val,train,val,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train
3wry,train,val,train,train,train,val,train,val,train,val,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train
3wwn,train,val,val,val,train,train,val,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val
3zet,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train
3zeu,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train
3zkq,val,val,val,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train
3znz,train,val,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train
3zo0,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,val,train,train,val,train,train
3zu7,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3zuv,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
3zwl,train,val,train,train,train,train,val,val,val,train,train,train,train,val,train,train,val,train,val,train,train,train,val,train,train
3zwz,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,val,train,val,train,train,train,train,val,train
3zyi,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
3zyj,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
4a49,train,train,train,val,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train
4afq,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
4afz,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
4ag2,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
4am0,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4ap2,train,val,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train,train,val,val,val
4apf,train,val,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train,train,val,val,val
4apx,val,val,val,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,val,val
4aqe,val,val,val,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,val,val
4awx,val,val,train,train,train,train,train,train,train,val,val,val,train,val,train,train,val,train,train,train,train,val,train,val,val
4ayd,train,train,train,train,train,train,train,train,train,val,val,val,val,val,train,train,train,val,train,train,train,val,train,val,val
4aye,train,train,train,train,train,train,train,train,train,val,val,val,val,val,train,train,train,val,train,train,train,val,train,val,val
4ayi,train,train,train,train,train,train,train,train,train,val,val,val,val,val,train,train,train,val,train,train,train,val,train,val,val
4b93,train,train,val,train,train,val,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train,train,train,train,train
4bd9,train,train,train,val,val,train,train,val,train,train,train,val,train,train,val,val,val,train,train,train,train,train,train,train,train
4bfi,train,train,train,train,val,train,train,train,val,val,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train
4bkx,train,train,val,train,train,val,train,train,train,train,train,val,val,val,train,train,val,val,train,val,train,val,train,val,val
4bru,train,train,train,train,train,train,val,train,train,train,val,val,train,train,train,train,train,train,val,train,val,train,train,train,train
4brw,val,train,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train
4bwq,train,train,train,val,val,train,train,val,val,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train
4byf,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,val,val,train,train
4c2a,train,val,val,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val
4c2b,train,val,val,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val
4c4k,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4c4p,train,train,train,train,train,train,val,train,train,train,train,train,train,val,val,train,train,val,train,train,train,train,val,val,val
4c5g,train,train,val,train,val,train,train,train,val,train,train,train,train,train,val,train,val,val,train,val,train,val,val,train,train
4c7n,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train
4c9b,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train,val,val,train,val,train,val,train,val,train,train
4cdk,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,val
4cj0,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train
4cj1,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train
4cj2,val,train,val,train,train,val,train,train,val,val,val,val,train,train,train,train,train,val,train,train,val,train,train,train,train
4cmh,val,train,val,train,train,train,val,train,val,val,train,train,train,val,val,val,train,train,train,train,train,train,train,train,train
4cmm,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4cpa,train,train,train,val,train,train,train,train,val,train,train,val,train,val,train,val,train,val,val,train,train,val,val,train,train
4ct0,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,val,val,val,train,train,val,train,train,train,train
4cu4,val,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,val,train
4cvw,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,val,train,val,val,train,train,train,train
4d0g,train,train,train,train,train,train,val,train,train,train,train,train,train,val,val,train,train,val,train,train,train,train,val,val,val
4d0n,val,train,val,val,val,train,val,train,train,train,train,train,val,val,train,val,train,train,train,train,train,train,train,val,train
4dbg,train,val,val,train,train,train,train,val,train,val,val,train,val,train,train,train,train,train,train,train,val,train,val,val,train
4dge,val,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,val,train,val,train,train,train,train,train
4dh2,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train
4did,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,val,train,train,val,train,val,train,val
4dj9,val,val,val,val,train,train,val,train,train,train,val,train,val,train,val,train,train,val,train,train,val,val,val,train,train
4dkf,val,train,val,train,val,train,val,train,val,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train
4dm6,train,train,train,train,val,val,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train
4dm8,train,train,train,train,val,val,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train
4ds8,val,train,train,val,val,train,train,train,train,train,train,val,train,train,train,val,val,train,val,train,val,val,train,train,train
4dvg,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,val,train,val,train,train,train,train,train
4dx8,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,val,train,train,train,val,train,train,train,train
4dxa,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train
4dzv,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,val,train,train,val,train,train,val,val,val
4ehq,train,train,val,train,train,train,train,val,val,val,train,train,val,train,train,train,train,train,train,train,val,train,val,train,train
4eig,val,val,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train
4eiz,val,val,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train
4ekc,train,train,train,train,train,val,train,train,val,val,val,train,val,val,train,val,train,train,train,val,train,val,train,train,train
4eqa,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4etp,val,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,train
4euk,train,val,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train
4exp,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,val,val,train,train
4f0a,train,train,train,train,train,train,val,train,train,val,val,train,val,train,train,val,train,train,train,val,train,train,train,train,train
4f37,train,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,val,val,train,train,train,train
4f38,train,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,train
4f3f,val,train,val,train,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train
4f9l,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4f9p,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4ffy,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4ffz,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4fq0,train,val,train,val,val,train,train,val,train,train,val,train,train,val,val,train,train,val,train,train,train,train,train,train,train
4fqj,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,train,train,val,val,train,train,train
4ft4,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train
4fza,train,train,val,train,train,train,train,val,train,val,val,val,train,val,train,train,val,train,train,train,train,train,train,train,train
4g01,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train
4g0n,val,train,train,train,train,train,train,val,val,val,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train
4g2v,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train
4g3y,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train
4g59,train,train,train,val,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,val,train,val,train
4g6u,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train
4gaf,train,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,val,train,train,train,train,train,train,train
4geh,train,val,train,train,train,train,val,train,val,val,train,val,train,val,train,train,train,train,val,val,train,train,val,train,train
4gh7,train,train,train,train,train,train,train,val,val,val,val,val,train,train,val,train,train,train,val,val,train,val,train,train,train
4gi3,train,train,val,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train
4giq,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train
4gla,train,val,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,val
4glv,train,val,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,val
4gms,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4gn3,train,val,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,val
4gn4,train,val,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,val
4gn5,train,val,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,val
4gnk,val,train,train,val,train,val,train,train,train,train,val,train,val,val,train,train,train,train,train,train,val,train,train,train,train
4h3p,val,val,train,train,val,train,train,val,val,train,val,train,train,train,train,val,train,val,val,train,val,train,train,train,train
4h5s,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4h6j,train,val,val,train,val,train,val,train,train,val,val,train,train,train,train,train,val,train,train,val,train,val,val,train,train
4hcn,val,train,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,val
4hcp,val,train,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,val
4hdo,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train
4hem,train,train,val,val,train,train,train,train,val,train,train,train,val,train,train,train,val,val,train,train,train,train,train,val,train
4hep,train,train,val,val,train,train,train,train,val,train,train,train,val,train,train,train,val,val,train,train,train,train,train,val,train
4hff,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train
4hgk,train,train,train,val,val,train,val,train,val,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,train
4hgm,train,train,train,val,val,train,val,train,val,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,train
4hj0,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4hkx,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4hrn,train,val,train,val,train,train,val,val,train,train,val,val,train,val,train,train,train,train,train,train,val,train,train,train,train
4i0c,val,train,train,val,val,train,train,val,train,train,train,val,train,train,train,val,val,train,train,train,train,train,val,train,train
4i2x,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4i77,train,train,train,train,train,val,val,train,train,train,train,val,val,train,val,train,train,train,train,val,train,train,train,train,val
4ic7,val,train,val,train,val,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train
4idj,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train
4ij3,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4ika,val,train,train,val,train,train,train,val,train,val,val,val,val,train,val,train,train,train,train,train,train,val,train,train,val
4ilw,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,val,val,train,train,train,train,train,val,val
4iop,train,train,train,train,train,train,val,train,val,val,train,train,val,val,train,val,train,train,train,train,train,train,train,train,train
4ios,train,train,val,val,train,train,train,train,val,train,train,train,val,train,train,train,val,val,train,train,train,train,train,val,train
4iu3,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,val,train,train,train,val,train,train,train,train
4j2l,val,train,train,val,val,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train
4j32,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train
4je4,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4jeg,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4jeh,val,train,train,val,train,train,train,val,train,val,val,val,train,val,train,train,train,train,val,val,train,val,train,train,train
4jeu,val,train,train,val,train,train,train,val,train,val,val,val,train,val,train,train,train,train,val,val,train,val,train,train,train
4jra,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,val,val,train,train,val,val,val,train,train
4js0,train,val,train,val,train,train,train,train,val,train,val,val,val,val,train,train,train,val,train,train,train,val,train,train,train
